timestamp,timestamp_sample,lat,lon,alt,alt_ellipsoid,delta_alt,eph,epv,terrain_alt,lat_lon_reset_counter,alt_reset_counter,terrain_alt_valid,dead_reckoning
39516000,39516000,29.66038377440697,-82.31664705673279,46.253036,46.26653,0.0,1.1191196,1.1089597,nan,1,0,0,0
39716000,39716000,29.66038929836294,-82.31664708308783,45.971058,45.99352,0.0,1.1076987,1.1069158,nan,1,0,0,0
39916000,39916000,29.660394801640717,-82.31664717143069,45.68627,45.708733,0.0,1.1193142,1.1086286,nan,1,0,0,0
40116000,40116000,29.66040035175102,-82.3166472341864,45.402023,45.433403,0.0,1.1078426,1.1066123,nan,1,0,0,0
40316000,40316000,29.660405890372967,-82.31664730465728,45.114372,45.145752,0.0,1.1194366,1.1083212,nan,1,0,0,0
40516000,40516000,29.660411455290763,-82.31664731833455,44.832737,44.872868,0.0,1.107966,1.1063563,nan,1,0,0,0
40716000,40716000,29.660416995619453,-82.31664729847827,44.550045,44.590176,0.0,1.1194949,1.1080616,nan,1,0,0,0
40908000,40908000,29.660422296661025,-82.31664732143344,44.285736,44.334095,0.0,1.1075442,1.1057332,nan,1,0,0,0
41116000,41116000,29.660428004302013,-82.31664734587811,43.994236,44.042595,0.0,1.1194896,1.1059711,nan,1,0,0,0
41316000,41316000,29.66043351086464,-82.31664738904257,43.713,43.769855,0.0,1.1081337,1.1059402,nan,1,0,0,0
41516000,41516000,29.660438983592574,-82.31664743829981,43.427208,43.484062,0.0,1.1194304,1.1076794,nan,1,0,0,0
41716000,41716000,29.660444441577333,-82.31664744101158,43.14756,43.213367,0.0,1.1081698,1.1057765,nan,1,0,0,0
41908000,41908000,29.66044964830204,-82.3166474323832,42.87548,42.941288,0.0,1.1187253,1.1071337,nan,1,0,0,0
42108000,42108000,29.660455080668502,-82.31664742579828,42.59504,42.669678,0.0,1.1076696,1.1052059,nan,1,0,0,0
42316000,42316000,29.660460839014338,-82.31664742523503,42.310696,42.385334,0.0,1.119186,1.1072483,nan,1,0,0,0
42516000,42516000,29.660465695093368,-82.31664742556003,42.06057,42.14291,0.0,1.1081467,1.1053212,nan,1,0,0,0
42716000,42716000,29.66046969208877,-82.3166474296734,41.82427,41.90661,0.0,1.1190239,1.1069982,nan,1,0,0,0
42916000,42916000,29.660473658302752,-82.31664741912552,41.618843,41.708256,0.0,1.1080956,1.1050843,nan,1,0,0,0
43108000,43108000,29.66047714388412,-82.31664740847877,41.43654,41.52595,0.0,1.1182723,1.1082796,nan,1,0,0,0
43316000,43316000,29.660480605485315,-82.31664738702797,41.268322,41.363617,0.0,1.1080254,1.1066468,nan,1,0,0,0
43516000,43516000,29.66048358307471,-82.3166473663205,41.12357,41.218864,0.0,1.1186541,1.10836,nan,1,0,0,0
43716000,43716000,29.66048619555828,-82.31664735247358,40.99707,41.096825,0.0,1.1079366,1.1063646,nan,1,0,0,0
43916000,43916000,29.660488482319764,-82.31664733994624,40.877533,40.977287,0.0,1.1184424,1.108075,nan,1,0,0,0
44116000,44116000,29.660490497837724,-82.31664733006528,40.781136,40.8851,0.0,1.1078334,1.1060971,nan,1,0,0,0
44316000,44316000,29.660492267550353,-82.31664732918713,40.68949,40.793457,0.0,1.118217,1.1078053,nan,1,0,0,0
44516000,44516000,29.660493842076733,-82.31664732232574,40.609413,40.716915,0.0,1.1077154,1.105843,nan,1,0,0,0
44716000,44716000,29.660495211605244,-82.3166473218792,40.535534,40.643036,0.0,1.1179818,1.107536,nan,1,0,0,0
44916000,44916000,29.66049640855543,-82.31664733279271,40.482903,40.593258,0.0,1.1075836,1.1055828,nan,1,0,0,0
45108000,45108000,29.660497468897535,-82.31664751953294,40.44964,40.559994,0.0,1.1171604,1.1126713,nan,1,0,0,0
45316000,45316000,29.66049850582553,-82.31664703728467,40.414066,40.526672,0.0,1.10739,1.1166813,nan,1,0,0,0
45516000,45516000,29.660498910623843,-82.31664551226733,40.370274,40.48288,0.0,1.1173798,1.1248571,nan,1,0,0,0
45716000,45716000,29.660499282693802,-82.3166428948357,40.33607,40.451725,0.0,1.107215,1.1283432,nan,1,0,0,0
45916000,45916000,29.66049961563726,-82.31664020255077,40.317482,40.433136,0.0,1.1170664,1.137181,nan,1,0,0,0
46116000,46116000,29.66049964474606,-82.31663741746681,40.319263,40.437668,0.0,1.1070399,1.1404594,nan,1,0,0,0
46316000,46316000,29.660499520607992,-82.31663339388182,40.305782,40.424187,0.0,1.1167362,1.1499238,nan,1,0,0,0
46516000,46516000,29.660499611056142,-82.31662806204392,40.29028,40.413048,0.0,1.106843,1.1529318,nan,1,0,0,0
46716000,46716000,29.66049968809013,-82.31662198022613,40.268894,40.391663,0.0,1.116416,1.1629698,nan,1,0,0,0
46916000,46916000,29.6604999869833,-82.31661584742821,40.262016,40.389534,0.0,1.1066276,1.165659,nan,1,0,0,0
47116000,47116000,29.660500392483304,-82.31660971527916,40.25577,40.38329,0.0,1.1161224,1.17623,nan,1,0,0,0
47316000,47316000,29.660500800213104,-82.3166040447412,40.250023,40.38276,0.0,1.1064166,1.1785635,nan,1,0,0,0
47516000,47516000,29.660501045055803,-82.31659814192707,40.230186,40.362923,0.0,1.1158767,1.1896188,nan,1,0,0,0
47716000,47716000,29.66050120936399,-82.31659228558006,40.225285,40.363773,0.0,1.1062264,1.1915717,nan,1,0,0,0
